Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Snacks,2023,      Protein/Energy Bars,3,"This category includes not only sports and energy bars in the traditional sense, but also snack ars that address daily energy needs through protein content or other energy-inducing ingredients such as caffeine and guarana. Both ambient and chilled variants are included. 
Any bar (including cereal bars) with a clear emphasis on protein content and/or nutritional fortification intended to give an energy boost, is included here. Protein bars which are specifically positioned around sports, fitness or workout and owned by a sports protein company are also included here.  Terms to feature in sports positioning include “performance”, “sport”, “training”, “muscle building”, “recovery”.  
Energy balls and chocolate coated versions are also included whilst liquid or gel brand extensions are excluded. Snack bars expressly marketed to replace a meal as part of a weight loss program is excluded and should be tracked as meal replacement under weight management in Consumer Health. 
Leading global brands include PowerBar, Kind Bar, Clif Bar, RxBar, ThinkThin, Fulfil, Snickers Marathon, Snickers Charged, Luna Bar and ZonePerfect.
"
Snacks,2023,      Fruit and Nut Bars,3,Snack bars made from fruit pastes and/or fruit extracts and nut-based bars or a combination thereof. The products are moulded in a bar shape and do not contain cereals. Fruit and nut bars are different from fruit snacks due to their shape and also differ from energy bars as they are not nutritionally fortified to give an energy boost. Leading global brands include Lärabar (General Mills Inc) and Clif (Clif Bar Inc).
Snacks,2023,    Sweet Biscuits,2,"This is the aggregation of chocolate coated biscuits, cookies, filled biscuits, plain biscuits, and wafers as defined below."
Snacks,2023,      Chocolate Coated Biscuits,3,"Plain sweet biscuits coated either partially or completely with chocolate (and only chocolate); other toppings (e.g. fruit pastes) are excluded. Note that biscuits which are filled, and are coated with chocolate (typically Jaffa Cakes/Pim’s) are also included. Filled wafers coated with chocolate like Kitkat, which are positioned against chocolate confectionery are excluded and classed under chocolate confectionery, countlines. Those which are not positioned against countlines such as Gardena (Loacker SpA, A) should be tracked in wafers. Leading global brands include Pocky (Ezaki Glico Co Ltd), Keebler (Kellogg Co), Cadbury’s Fingers (Mondelez International Inc), McVitie’s Hob-Nobs (Yildiz Holding AS), Leibniz (Bahlsen GmbH & Co KG), Petit Ecolier (Mondelez International Inc), Arnott’s (Campbell Soup Co), Jaffa Cakes (Yildiz Holding AS), Pim’s (Mondelez International Inc)."
Snacks,2023,      Cookies,3,"Plain sweet biscuits to which chocolate chips and/or fruit and/or nut pieces have been added. Cookies typically have a round/circular shape. Chocolate-coated (either partially or fully) cookies (e.g. Cadbury Fruit & Nut Cookies) are included here. Leading global brands include Chips Ahoy! (Mondelez International Inc), Keebler (Kellogg Co), Chokis (PepsiCo), Pepperidge Farm (Campbell Soup Co), Archway (Archway Cookies Inc)."
Snacks,2023,      Filled Biscuits,3,"Sweet biscuits which can either be filled (with jam, fruit pastes, cream, etc.) and/or coated (e.g. fruit nugget). Sandwich biscuits which feature filling (either chocolate or fruit or cream) sandwiched between two plain biscuits are included. Alfajores, which are made of a biscuit sandwich filled with either Dulce de Leche (sweet spreadable milk-based caramels) or other types of sweet filling and are then covered in chocolate or another type of glaze/coating are also included. The product is intended to be eaten as a snack and is very similar to countlines in terms of its target market and comparative pricing. Alfajores are mainly found in Latin America, especially in Argentina and Chile. However, they are not necessarily limited to these markets. To be tracked here, the product must be explicitly called an Alfajore. Note that plain biscuits which are filled and coated with chocolate (typically Jaffa Cakes, Pim’s, etc) are excluded and tracked within chocolate coated biscuits (see above) Leading global examples include Newtons (Mondelez International Inc), Toppo (Lotte Group), Bauducco (Pandurata Alimentos Ltda), Collon (Ezaki Glico Co Ltd), Oreo (Mondelez International Inc), Prince (Mondelez International Inc), Pepperidge Farm (Campbell Soup Co), LU (Mondelez International Inc), Trakinas (Mondelez International Inc), BN (Yildiz Holding AS), Keebler (Kellogg Co). Leading brands of alfajores include Guaymallen (Alexvian SACIFIA), Fantoche (Dielo SA, Fantoche)."
Snacks,2023,      Plain Biscuits,3,"Plain sweet biscuits that are uncoated and/or unfilled but which could be flavoured (for example lemon, ginger, chocolate, etc). Rusks, popular in South Africa, and sushki, baranki and sukhari – all popular in Eastern Europe – are also included here. Note that boxed assortment of sweet biscuits are also included here. Note that boxed assortments of sweet biscuits are also included here, for example boxes of Danish cookies. Boxes containing assorted biscuits, some of which may not be plain biscuits, are also included.
Some flavour variants or brand extension of plain biscuits brands which contain some fruit filling can be included, e.g. Belvita Breakfast Biscuits and Quaker Breakfast Oats & Milk, since the brand’s core positioning remains associated with plain biscuits and the product format remains unchanged.
Unpackaged biscuits, including those packaged in store, are excluded.
Sweet biscuit thins and crackers (flavoured or unflavoured) are also included here. Langues de chat and cigarettes russes in their traditional form (European) currently fall under plain biscuits.
Leading global brands include Nabisco (Mondelez International Inc), Keebler (Kellogg Co), Mulino Bianco (Barilla G e R Flli SpA), Arnott’s (Campbell Soup Co), Britannia (Britannia Industries Ltd), Parle G (Parle Products Pvt Ltd), Leibniz (Bahlsen GmbH & Co KG), Nilla (Mondelez International Inc), Oro (Mondelez International Inc), Saint-Michel (Morina Patissier SA)."
Snacks,2023,      Wafers,3,"Wafers include all biscuits containing wafer regardless of the filling (plain, cream-filled, nut-filled, fruit-filled, chocolate-filled, chocolate coated, uncoated). These products should be placed in the biscuit section of retailers and be in competition with biscuits. That is a key distinction from countlines/tablets. Filled wafers coated with chocolate like Kitkat, which are positioned against chocolate confectionery are excluded and classed under countlines in chocolate confectionery. Note: ice cream wafers are excluded."
,,,,
© Euromonitor International Ltd 2022,,,,
